rank,district,state,present_risk,future_risk_ssp585_2050,risk_escalation,capacity_gap,present_ac,priority_tier,present_dominant_hazard,people_at_risk_present,people_at_risk_2050,gap_explanation
129,Seoni,Madhya Pradesh,3.9,1.84,-2.07,0.47,0.744,high,wet-bulb,812244,383213,Risk declining from 3.9 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
130,Anuppur,Madhya Pradesh,3.82,2.04,-1.78,0.47,0.771,high,wet-bulb,640837,342227,Risk declining from 3.8 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
131,Goalpara,Assam,6.79,2.58,-4.21,0.47,0.817,high,flood,1012477,384712,Risk declining from 6.8 to 2.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — moderate stress with adequate coping.
132,Godda,Jharkhand,5.33,1.38,-3.95,0.47,0.661,high,flood,1394460,361042,Risk declining from 5.3 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
133,Saran,Bihar,5.72,1.42,-4.3,0.47,0.666,high,flood,3174410,788053,Risk declining from 5.7 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
134,Narayanpur,Chhattisgarh,3.5,1.55,-1.96,0.47,0.698,high,flood,63970,28330,Risk declining from 3.5 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
135,Giridih,Jharkhand,4.42,1.54,-2.88,0.47,0.693,high,wet-bulb,1963951,684273,Risk declining from 4.4 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
136,Kendujhar,Odisha,4.21,1.68,-2.53,0.47,0.719,high,wet-bulb,1200129,478911,Risk declining from 4.2 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
137,Kandhamal,Odisha,3.89,1.61,-2.29,0.47,0.706,high,wet-bulb,369868,153082,Risk declining from 3.9 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
138,Chhatarpur,Madhya Pradesh,4.24,1.66,-2.58,0.46,0.722,high,wet-bulb,1275284,499286,Risk declining from 4.2 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
139,Sheopur,Madhya Pradesh,3.92,1.51,-2.41,0.46,0.696,high,wet-bulb,502875,193710,Risk declining from 3.9 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
140,Dhar,Madhya Pradesh,3.96,1.85,-2.11,0.46,0.752,high,wet-bulb,1518953,709612,Risk declining from 4.0 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
141,Shivpuri,Madhya Pradesh,3.93,1.7,-2.23,0.46,0.731,high,wet-bulb,1047292,453027,Risk declining from 3.9 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
142,Supaul,Bihar,9.4,1.44,-7.96,0.46,0.679,high,flood,4473096,685240,Risk declining from 9.4 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
143,Raichur,Karnataka,3.04,1.96,-1.08,0.46,0.765,high,wet-bulb,934426,602459,Risk declining from 3.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
144,Katni,Madhya Pradesh,4.13,1.86,-2.27,0.46,0.753,high,wet-bulb,849466,382568,Risk declining from 4.1 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
145,Gonda,Uttar Pradesh,6.38,1.51,-4.87,0.45,0.703,high,flood,3688748,873042,Risk declining from 6.4 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
146,Banka,Bihar,4.53,1.34,-3.19,0.45,0.66,high,wet-bulb,1546907,457584,Risk declining from 4.5 to 1.3 by 2050 (SSP5-8.5). Capacity gap 0.5 — high incoming stress meets low coping.
147,Sagar,Madhya Pradesh,3.81,1.94,-1.86,0.44,0.773,high,wet-bulb,1362110,693568,Risk declining from 3.8 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
148,Kamjong,Manipur,3.47,0.88,-2.59,0.44,0.5,high,landslide,26798,6796,Risk declining from 3.5 to 0.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
149,Vidisha,Madhya Pradesh,3.96,2.01,-1.96,0.44,0.781,high,wet-bulb,1018095,516760,Risk declining from 4.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
150,Rewa,Madhya Pradesh,4.44,1.38,-3.06,0.44,0.683,high,wet-bulb,1532994,476471,Risk declining from 4.4 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
151,Shrawasti,Uttar Pradesh,6.47,1.41,-5.06,0.44,0.69,high,flood,941554,205192,Risk declining from 6.5 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
152,Jamtara,Jharkhand,4.49,1.43,-3.05,0.44,0.69,high,wet-bulb,858671,273474,Risk declining from 4.5 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
153,Morigaon,Assam,6.71,2.1,-4.6,0.44,0.792,high,flood,1113402,348457,Risk declining from 6.7 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
154,Lakhisarai,Bihar,4.58,1.42,-3.17,0.43,0.693,high,wet-bulb,666423,206620,Risk declining from 4.6 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
155,Siwan,Bihar,7.09,1.63,-5.46,0.43,0.733,high,flood,2968031,682354,Risk declining from 7.1 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
156,Alirajpur,Madhya Pradesh,4.19,1.88,-2.31,0.43,0.772,high,wet-bulb,517009,231975,Risk declining from 4.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
157,Sirohi,Rajasthan,4.74,1.78,-2.96,0.43,0.76,high,flood,853023,320333,Risk declining from 4.7 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
158,Sitapur,Uttar Pradesh,6.39,1.43,-4.97,0.43,0.7,high,flood,4916443,1100237,Risk declining from 6.4 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
159,Washim,Maharashtra,3.74,1.96,-1.78,0.43,0.782,high,wet-bulb,751158,393655,Risk declining from 3.7 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
160,Garhwa,Jharkhand,4.34,1.48,-2.85,0.43,0.707,high,wet-bulb,884650,301678,Risk declining from 4.3 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
161,Lalitpur,Uttar Pradesh,3.97,1.78,-2.19,0.43,0.762,high,wet-bulb,836407,375014,Risk declining from 4.0 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
162,Arwal,Bihar,4.73,1.37,-3.35,0.43,0.69,high,wet-bulb,528024,152937,Risk declining from 4.7 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
163,Sheohar,Bihar,9.43,1.46,-7.97,0.43,0.705,high,flood,1093934,169368,Risk declining from 9.4 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
164,Koppal,Karnataka,2.8,2.1,-0.7,0.43,0.794,high,wet-bulb,744818,558613,Risk declining from 2.8 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
165,Tikamgarh,Madhya Pradesh,3.88,1.61,-2.27,0.43,0.732,high,wet-bulb,558830,231886,Risk declining from 3.9 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
166,Nawada,Bihar,4.5,1.4,-3.1,0.42,0.703,high,wet-bulb,1801621,560504,Risk declining from 4.5 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
167,Bhojpur,Bihar,4.82,1.45,-3.37,0.42,0.711,high,wet-bulb,2276228,684757,Risk declining from 4.8 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
168,Chhota Udaipur,Gujarat,6.5,1.69,-4.81,0.42,0.753,high,flood,1035817,269312,Risk declining from 6.5 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
169,Jashpur,Chhattisgarh,4.12,1.99,-2.13,0.42,0.793,high,wet-bulb,586678,283371,Risk declining from 4.1 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
170,Hojai,Assam,4.94,2.24,-2.71,0.42,0.816,high,flood,802480,363878,Risk declining from 4.9 to 2.2 by 2050 (SSP5-8.5). Capacity gap 0.4 — moderate stress with adequate coping.
171,Barpeta,Assam,7.29,2.07,-5.22,0.42,0.796,high,flood,1982695,562987,Risk declining from 7.3 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
172,Harda,Madhya Pradesh,5.04,2.02,-3.02,0.42,0.79,high,flood,412890,165484,Risk declining from 5.0 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
173,Agar,Madhya Pradesh,3.68,1.83,-1.86,0.42,0.77,high,wet-bulb,345315,171719,Risk declining from 3.7 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
174,Tapi,Gujarat,5.74,2.63,-3.11,0.42,0.842,high,flood,740421,339252,Risk declining from 5.7 to 2.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — moderate stress with adequate coping.
175,Narmada,Gujarat,6.5,1.76,-4.74,0.41,0.768,high,flood,675453,182892,Risk declining from 6.5 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
176,Korba,Chhattisgarh,4.58,1.79,-2.79,0.41,0.774,high,wet-bulb,940721,367662,Risk declining from 4.6 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
177,Hardoi,Uttar Pradesh,5.77,1.37,-4.4,0.41,0.697,high,flood,3723574,884107,Risk declining from 5.8 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
178,Palghar,Maharashtra,5.82,2.78,-3.04,0.41,0.853,high,flood,3028260,1446488,Risk declining from 5.8 to 2.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — moderate stress with adequate coping.
179,Jabalpur,Madhya Pradesh,4.22,1.93,-2.29,0.41,0.79,high,wet-bulb,1684268,770293,Risk declining from 4.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
180,Warangal (R),Telangana,3.66,1.54,-2.12,0.41,0.75,high,wet-bulb,534516,224906,Risk declining from 3.7 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
181,Sheikhpura,Bihar,4.59,1.45,-3.14,0.41,0.718,high,wet-bulb,352938,111495,Risk declining from 4.6 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
182,Jalna,Maharashtra,3.76,1.96,-1.8,0.4,0.795,high,wet-bulb,1205038,628158,Risk declining from 3.8 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
183,Bhilwara,Rajasthan,3.67,1.76,-1.91,0.4,0.774,high,wet-bulb,1348368,646629,Risk declining from 3.7 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
184,Mandsaur,Madhya Pradesh,3.94,1.72,-2.22,0.4,0.767,high,wet-bulb,763630,333361,Risk declining from 3.9 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
185,Palamu,Jharkhand,4.42,1.31,-3.11,0.4,0.694,high,wet-bulb,1536881,455501,Risk declining from 4.4 to 1.3 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
186,Parbhani,Maharashtra,3.74,1.9,-1.83,0.4,0.791,high,wet-bulb,1149554,583998,Risk declining from 3.7 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
187,Bagalkot,Karnataka,3.11,2.02,-1.1,0.4,0.803,high,wet-bulb,719340,467224,Risk declining from 3.1 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
188,Nalanda,Bihar,4.66,1.37,-3.29,0.4,0.705,high,wet-bulb,2160398,635138,Risk declining from 4.7 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
189,Gadag,Karnataka,2.62,2.05,-0.56,0.4,0.808,high,wet-bulb,435447,340712,Risk declining from 2.6 to 2.0 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
190,Muzaffarpur,Bihar,5.99,1.36,-4.62,0.4,0.71,high,flood,5628532,1277930,Risk declining from 6.0 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
191,Bhagalpur,Bihar,5.76,1.48,-4.28,0.4,0.729,high,flood,2744975,705306,Risk declining from 5.8 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
192,Bongaigaon,Assam,6.83,2.17,-4.65,0.4,0.817,high,flood,778503,247343,Risk declining from 6.8 to 2.2 by 2050 (SSP5-8.5). Capacity gap 0.4 — moderate stress with adequate coping.
193,Adilabad,Telangana,3.68,1.83,-1.85,0.39,0.784,high,wet-bulb,394313,196085,Risk declining from 3.7 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
194,Jhalawar,Rajasthan,3.81,1.67,-2.14,0.39,0.763,high,wet-bulb,811262,355593,Risk declining from 3.8 to 1.7 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
195,Budaun,Uttar Pradesh,5.27,1.46,-3.8,0.39,0.731,high,flood,2708945,750486,Risk declining from 5.3 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
196,Dewas,Madhya Pradesh,3.94,1.83,-2.1,0.39,0.79,high,wet-bulb,1002978,465850,Risk declining from 3.9 to 1.8 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
197,Dhanbad,Jharkhand,4.63,1.58,-3.05,0.39,0.755,high,wet-bulb,1708139,582907,Risk declining from 4.6 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
198,Hoshangabad,Madhya Pradesh,3.87,1.91,-1.96,0.39,0.793,high,wet-bulb,757579,373895,Risk declining from 3.9 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
199,Patna,Bihar,4.8,1.59,-3.21,0.39,0.756,high,wet-bulb,4371623,1448100,Risk declining from 4.8 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
200,Satna,Madhya Pradesh,4.35,1.56,-2.79,0.39,0.749,high,wet-bulb,1792190,642717,Risk declining from 4.3 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
201,Bokaro,Jharkhand,4.62,1.52,-3.1,0.39,0.743,high,wet-bulb,1812233,596233,Risk declining from 4.6 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
202,Jehanabad,Bihar,4.7,1.36,-3.34,0.39,0.713,high,wet-bulb,804031,232656,Risk declining from 4.7 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
203,Banas Kantha,Gujarat,4.83,1.65,-3.18,0.38,0.77,high,flood,2397607,819058,Risk declining from 4.8 to 1.6 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
204,Fatehpur,Uttar Pradesh,4.79,1.45,-3.34,0.38,0.741,high,wet-bulb,2289164,692962,Risk declining from 4.8 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
205,Tirupathur,Tamil Nadu,3.14,1.47,-1.67,0.38,0.77,high,wet-bulb,557036,260778,Risk declining from 3.1 to 1.5 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
206,Nashik,Maharashtra,3.68,2.15,-1.53,0.38,0.822,high,wet-bulb,3646557,2130461,Risk declining from 3.7 to 2.1 by 2050 (SSP5-8.5). Capacity gap 0.4 — moderate stress with adequate coping.
207,Mayurbhanj,Odisha,5.56,1.35,-4.21,0.38,0.718,high,flood,2179721,529249,Risk declining from 5.6 to 1.4 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
208,Ranchi,Jharkhand,4.22,1.89,-2.32,0.38,0.797,high,wet-bulb,2354421,1054468,Risk declining from 4.2 to 1.9 by 2050 (SSP5-8.5). Capacity gap 0.4 — high incoming stress meets low coping.
